,location,target,type,quantile,forecast_date,target_end_date,value
0,2,1 wk ahead inc death,quantile,0.01,2020-05-10,2020-05-16,0
1,2,1 wk ahead inc death,quantile,0.025,2020-05-10,2020-05-16,0
2,2,1 wk ahead inc death,quantile,0.05,2020-05-10,2020-05-16,0
3,2,1 wk ahead inc death,quantile,0.1,2020-05-10,2020-05-16,0
4,2,1 wk ahead inc death,quantile,0.15,2020-05-10,2020-05-16,0
5,2,1 wk ahead inc death,quantile,0.2,2020-05-10,2020-05-16,0
6,2,1 wk ahead inc death,quantile,0.25,2020-05-10,2020-05-16,0
7,2,1 wk ahead inc death,quantile,0.3,2020-05-10,2020-05-16,0
8,2,1 wk ahead inc death,quantile,0.35,2020-05-10,2020-05-16,0
9,2,1 wk ahead inc death,quantile,0.4,2020-05-10,2020-05-16,0
10,2,1 wk ahead inc death,quantile,0.45,2020-05-10,2020-05-16,0
11,2,1 wk ahead inc death,quantile,0.5,2020-05-10,2020-05-16,0
12,2,1 wk ahead inc death,point,,2020-05-10,2020-05-16,0
13,2,1 wk ahead inc death,quantile,0.55,2020-05-10,2020-05-16,0
14,2,1 wk ahead inc death,quantile,0.6,2020-05-10,2020-05-16,0
15,2,1 wk ahead inc death,quantile,0.65,2020-05-10,2020-05-16,0
16,2,1 wk ahead inc death,quantile,0.7,2020-05-10,2020-05-16,1
17,2,1 wk ahead inc death,quantile,0.75,2020-05-10,2020-05-16,1
18,2,1 wk ahead inc death,quantile,0.8,2020-05-10,2020-05-16,1
19,2,1 wk ahead inc death,quantile,0.85,2020-05-10,2020-05-16,1
20,2,1 wk ahead inc death,quantile,0.9,2020-05-10,2020-05-16,1
21,2,1 wk ahead inc death,quantile,0.95,2020-05-10,2020-05-16,2
22,2,1 wk ahead inc death,quantile,0.975,2020-05-10,2020-05-16,2
23,2,1 wk ahead inc death,quantile,0.99,2020-05-10,2020-05-16,3
24,2,2 wk ahead inc death,quantile,0.01,2020-05-10,2020-05-23,0
25,2,2 wk ahead inc death,quantile,0.025,2020-05-10,2020-05-23,0
26,2,2 wk ahead inc death,quantile,0.05,2020-05-10,2020-05-23,0
27,2,2 wk ahead inc death,quantile,0.1,2020-05-10,2020-05-23,0
28,2,2 wk ahead inc death,quantile,0.15,2020-05-10,2020-05-23,0
29,2,2 wk ahead inc death,quantile,0.2,2020-05-10,2020-05-23,0
30,2,2 wk ahead inc death,quantile,0.25,2020-05-10,2020-05-23,0
31,2,2 wk ahead inc death,quantile,0.3,2020-05-10,2020-05-23,0
32,2,2 wk ahead inc death,quantile,0.35,2020-05-10,2020-05-23,0
33,2,2 wk ahead inc death,quantile,0.4,2020-05-10,2020-05-23,0
34,2,2 wk ahead inc death,quantile,0.45,2020-05-10,2020-05-23,0
35,2,2 wk ahead inc death,quantile,0.5,2020-05-10,2020-05-23,0
36,2,2 wk ahead inc death,point,,2020-05-10,2020-05-23,0
37,2,2 wk ahead inc death,quantile,0.55,2020-05-10,2020-05-23,0
38,2,2 wk ahead inc death,quantile,0.6,2020-05-10,2020-05-23,0
