,location,target,type,quantile,forecast_date,target_end_date,value
0,US,1 day ahead cum death,point,,2020-05-17,2020-05-18,91026
1,US,1 day ahead inc death,point,,2020-05-17,2020-05-18,1464
2,US,1 wk ahead cum death,point,,2020-05-17,2020-05-23,98043
3,US,1 wk ahead inc death,point,,2020-05-17,2020-05-23,10630
4,US,2 day ahead cum death,point,,2020-05-17,2020-05-19,92468
5,US,2 day ahead inc death,point,,2020-05-17,2020-05-19,1443
6,US,3 day ahead cum death,point,,2020-05-17,2020-05-20,93892
7,US,3 day ahead inc death,point,,2020-05-17,2020-05-20,1421
8,US,4 day ahead cum death,point,,2020-05-17,2020-05-21,95293
9,US,4 day ahead inc death,point,,2020-05-17,2020-05-21,1402
10,US,5 day ahead cum death,point,,2020-05-17,2020-05-22,96678
11,US,5 day ahead inc death,point,,2020-05-17,2020-05-22,1382
12,US,6 day ahead cum death,point,,2020-05-17,2020-05-23,98043
13,US,6 day ahead inc death,point,,2020-05-17,2020-05-23,1362
14,US,7 day ahead cum death,point,,2020-05-17,2020-05-24,99384
15,US,7 day ahead inc death,point,,2020-05-17,2020-05-24,1342
16,US,1 day ahead cum death,quantile,0.01,2020-05-17,2020-05-18,90835
17,US,1 day ahead cum death,quantile,0.025,2020-05-17,2020-05-18,90853
18,US,1 day ahead cum death,quantile,0.05,2020-05-17,2020-05-18,90869
19,US,1 day ahead cum death,quantile,0.1,2020-05-17,2020-05-18,90888
20,US,1 day ahead cum death,quantile,0.15,2020-05-17,2020-05-18,90902
21,US,1 day ahead cum death,quantile,0.2,2020-05-17,2020-05-18,90917
22,US,1 day ahead cum death,quantile,0.25,2020-05-17,2020-05-18,90932
23,US,1 day ahead cum death,quantile,0.3,2020-05-17,2020-05-18,90948
24,US,1 day ahead cum death,quantile,0.35,2020-05-17,2020-05-18,90969
25,US,1 day ahead cum death,quantile,0.4,2020-05-17,2020-05-18,90992
26,US,1 day ahead cum death,quantile,0.45,2020-05-17,2020-05-18,91009
27,US,1 day ahead cum death,quantile,0.5,2020-05-17,2020-05-18,91026
28,US,1 day ahead cum death,quantile,0.55,2020-05-17,2020-05-18,91042
29,US,1 day ahead cum death,quantile,0.6,2020-05-17,2020-05-18,91064
30,US,1 day ahead cum death,quantile,0.65,2020-05-17,2020-05-18,91098
31,US,1 day ahead cum death,quantile,0.7,2020-05-17,2020-05-18,91230
32,US,1 day ahead cum death,quantile,0.75,2020-05-17,2020-05-18,91263
33,US,1 day ahead cum death,quantile,0.8,2020-05-17,2020-05-18,91286
34,US,1 day ahead cum death,quantile,0.85,2020-05-17,2020-05-18,91304
35,US,1 day ahead cum death,quantile,0.9,2020-05-17,2020-05-18,91325
36,US,1 day ahead cum death,quantile,0.95,2020-05-17,2020-05-18,91353
37,US,1 day ahead cum death,quantile,0.975,2020-05-17,2020-05-18,91372
38,US,1 day ahead cum death,quantile,0.99,2020-05-17,2020-05-18,91395
39,US,1 day ahead inc death,quantile,0.01,2020-05-17,2020-05-18,1273
40,US,1 day ahead inc death,quantile,0.025,2020-05-17,2020-05-18,1291
41,US,1 day ahead inc death,quantile,0.05,2020-05-17,2020-05-18,1307
42,US,1 day ahead inc death,quantile,0.1,2020-05-17,2020-05-18,1326
43,US,1 day ahead inc death,quantile,0.15,2020-05-17,2020-05-18,1340
44,US,1 day ahead inc death,quantile,0.2,2020-05-17,2020-05-18,1355
45,US,1 day ahead inc death,quantile,0.25,2020-05-17,2020-05-18,1370
46,US,1 day ahead inc death,quantile,0.3,2020-05-17,2020-05-18,1386
47,US,1 day ahead inc death,quantile,0.35,2020-05-17,2020-05-18,1407
48,US,1 day ahead inc death,quantile,0.4,2020-05-17,2020-05-18,1430
49,US,1 day ahead inc death,quantile,0.45,2020-05-17,2020-05-18,1447
50,US,1 day ahead inc death,quantile,0.5,2020-05-17,2020-05-18,1464
51,US,1 day ahead inc death,quantile,0.55,2020-05-17,2020-05-18,1480
52,US,1 day ahead inc death,quantile,0.6,2020-05-17,2020-05-18,1502
53,US,1 day ahead inc death,quantile,0.65,2020-05-17,2020-05-18,1536
54,US,1 day ahead inc death,quantile,0.7,2020-05-17,2020-05-18,1668
55,US,1 day ahead inc death,quantile,0.75,2020-05-17,2020-05-18,1701
56,US,1 day ahead inc death,quantile,0.8,2020-05-17,2020-05-18,1724
57,US,1 day ahead inc death,quantile,0.85,2020-05-17,2020-05-18,1742
58,US,1 day ahead inc death,quantile,0.9,2020-05-17,2020-05-18,1763
59,US,1 day ahead inc death,quantile,0.95,2020-05-17,2020-05-18,1791
60,US,1 day ahead inc death,quantile,0.975,2020-05-17,2020-05-18,1810
61,US,1 day ahead inc death,quantile,0.99,2020-05-17,2020-05-18,1833
62,US,1 wk ahead cum death,quantile,0.01,2020-05-17,2020-05-23,96868
63,US,1 wk ahead cum death,quantile,0.025,2020-05-17,2020-05-23,96907
64,US,1 wk ahead cum death,quantile,0.05,2020-05-17,2020-05-23,96941
65,US,1 wk ahead cum death,quantile,0.1,2020-05-17,2020-05-23,96987
66,US,1 wk ahead cum death,quantile,0.15,2020-05-17,2020-05-23,97020
67,US,1 wk ahead cum death,quantile,0.2,2020-05-17,2020-05-23,97054
68,US,1 wk ahead cum death,quantile,0.25,2020-05-17,2020-05-23,97093
69,US,1 wk ahead cum death,quantile,0.3,2020-05-17,2020-05-23,97147
70,US,1 wk ahead cum death,quantile,0.35,2020-05-17,2020-05-23,97847
71,US,1 wk ahead cum death,quantile,0.4,2020-05-17,2020-05-23,97943
72,US,1 wk ahead cum death,quantile,0.45,2020-05-17,2020-05-23,97996
73,US,1 wk ahead cum death,quantile,0.5,2020-05-17,2020-05-23,98043
74,US,1 wk ahead cum death,quantile,0.55,2020-05-17,2020-05-23,98084
75,US,1 wk ahead cum death,quantile,0.6,2020-05-17,2020-05-23,98135
76,US,1 wk ahead cum death,quantile,0.65,2020-05-17,2020-05-23,98231
77,US,1 wk ahead cum death,quantile,0.7,2020-05-17,2020-05-23,99823
78,US,1 wk ahead cum death,quantile,0.75,2020-05-17,2020-05-23,99899
79,US,1 wk ahead cum death,quantile,0.8,2020-05-17,2020-05-23,99956
80,US,1 wk ahead cum death,quantile,0.85,2020-05-17,2020-05-23,100009
81,US,1 wk ahead cum death,quantile,0.9,2020-05-17,2020-05-23,100064
82,US,1 wk ahead cum death,quantile,0.95,2020-05-17,2020-05-23,100134
83,US,1 wk ahead cum death,quantile,0.975,2020-05-17,2020-05-23,100193
84,US,1 wk ahead cum death,quantile,0.99,2020-05-17,2020-05-23,100250
85,US,1 wk ahead inc death,quantile,0.01,2020-05-17,2020-05-23,9334
86,US,1 wk ahead inc death,quantile,0.025,2020-05-17,2020-05-23,9374
87,US,1 wk ahead inc death,quantile,0.05,2020-05-17,2020-05-23,9411
88,US,1 wk ahead inc death,quantile,0.1,2020-05-17,2020-05-23,9459
89,US,1 wk ahead inc death,quantile,0.15,2020-05-17,2020-05-23,9495
90,US,1 wk ahead inc death,quantile,0.2,2020-05-17,2020-05-23,9530
91,US,1 wk ahead inc death,quantile,0.25,2020-05-17,2020-05-23,9570
92,US,1 wk ahead inc death,quantile,0.3,2020-05-17,2020-05-23,9629
93,US,1 wk ahead inc death,quantile,0.35,2020-05-17,2020-05-23,10416
94,US,1 wk ahead inc death,quantile,0.4,2020-05-17,2020-05-23,10524
95,US,1 wk ahead inc death,quantile,0.45,2020-05-17,2020-05-23,10580
96,US,1 wk ahead inc death,quantile,0.5,2020-05-17,2020-05-23,10630
97,US,1 wk ahead inc death,quantile,0.55,2020-05-17,2020-05-23,10681
98,US,1 wk ahead inc death,quantile,0.6,2020-05-17,2020-05-23,10735
99,US,1 wk ahead inc death,quantile,0.65,2020-05-17,2020-05-23,10835
100,US,1 wk ahead inc death,quantile,0.7,2020-05-17,2020-05-23,12850
101,US,1 wk ahead inc death,quantile,0.75,2020-05-17,2020-05-23,12937
102,US,1 wk ahead inc death,quantile,0.8,2020-05-17,2020-05-23,13000
103,US,1 wk ahead inc death,quantile,0.85,2020-05-17,2020-05-23,13058
104,US,1 wk ahead inc death,quantile,0.9,2020-05-17,2020-05-23,13117
105,US,1 wk ahead inc death,quantile,0.95,2020-05-17,2020-05-23,13194
106,US,1 wk ahead inc death,quantile,0.975,2020-05-17,2020-05-23,13251
107,US,1 wk ahead inc death,quantile,0.99,2020-05-17,2020-05-23,13318
108,US,2 day ahead cum death,quantile,0.01,2020-05-17,2020-05-19,92114
109,US,2 day ahead cum death,quantile,0.025,2020-05-17,2020-05-19,92139
110,US,2 day ahead cum death,quantile,0.05,2020-05-17,2020-05-19,92161
111,US,2 day ahead cum death,quantile,0.1,2020-05-17,2020-05-19,92186
112,US,2 day ahead cum death,quantile,0.15,2020-05-17,2020-05-19,92207
113,US,2 day ahead cum death,quantile,0.2,2020-05-17,2020-05-19,92227
114,US,2 day ahead cum death,quantile,0.25,2020-05-17,2020-05-19,92249
115,US,2 day ahead cum death,quantile,0.3,2020-05-17,2020-05-19,92285
116,US,2 day ahead cum death,quantile,0.35,2020-05-17,2020-05-19,92362
117,US,2 day ahead cum death,quantile,0.4,2020-05-17,2020-05-19,92416
118,US,2 day ahead cum death,quantile,0.45,2020-05-17,2020-05-19,92444
119,US,2 day ahead cum death,quantile,0.5,2020-05-17,2020-05-19,92468
120,US,2 day ahead cum death,quantile,0.55,2020-05-17,2020-05-19,92493
121,US,2 day ahead cum death,quantile,0.6,2020-05-17,2020-05-19,92522
122,US,2 day ahead cum death,quantile,0.65,2020-05-17,2020-05-19,92576
123,US,2 day ahead cum death,quantile,0.7,2020-05-17,2020-05-19,92924
124,US,2 day ahead cum death,quantile,0.75,2020-05-17,2020-05-19,92970
125,US,2 day ahead cum death,quantile,0.8,2020-05-17,2020-05-19,92998
126,US,2 day ahead cum death,quantile,0.85,2020-05-17,2020-05-19,93027
127,US,2 day ahead cum death,quantile,0.9,2020-05-17,2020-05-19,93056
128,US,2 day ahead cum death,quantile,0.95,2020-05-17,2020-05-19,93093
129,US,2 day ahead cum death,quantile,0.975,2020-05-17,2020-05-19,93123
130,US,2 day ahead cum death,quantile,0.99,2020-05-17,2020-05-19,93160
131,US,2 day ahead inc death,quantile,0.01,2020-05-17,2020-05-19,1238
132,US,2 day ahead inc death,quantile,0.025,2020-05-17,2020-05-19,1253
133,US,2 day ahead inc death,quantile,0.05,2020-05-17,2020-05-19,1268
134,US,2 day ahead inc death,quantile,0.1,2020-05-17,2020-05-19,1286
135,US,2 day ahead inc death,quantile,0.15,2020-05-17,2020-05-19,1302
136,US,2 day ahead inc death,quantile,0.2,2020-05-17,2020-05-19,1316
137,US,2 day ahead inc death,quantile,0.25,2020-05-17,2020-05-19,1332
138,US,2 day ahead inc death,quantile,0.3,2020-05-17,2020-05-19,1350
139,US,2 day ahead inc death,quantile,0.35,2020-05-17,2020-05-19,1376
140,US,2 day ahead inc death,quantile,0.4,2020-05-17,2020-05-19,1404
141,US,2 day ahead inc death,quantile,0.45,2020-05-17,2020-05-19,1425
142,US,2 day ahead inc death,quantile,0.5,2020-05-17,2020-05-19,1443
143,US,2 day ahead inc death,quantile,0.55,2020-05-17,2020-05-19,1460
144,US,2 day ahead inc death,quantile,0.6,2020-05-17,2020-05-19,1481
145,US,2 day ahead inc death,quantile,0.65,2020-05-17,2020-05-19,1519
146,US,2 day ahead inc death,quantile,0.7,2020-05-17,2020-05-19,1652
147,US,2 day ahead inc death,quantile,0.75,2020-05-17,2020-05-19,1685
148,US,2 day ahead inc death,quantile,0.8,2020-05-17,2020-05-19,1707
149,US,2 day ahead inc death,quantile,0.85,2020-05-17,2020-05-19,1726
150,US,2 day ahead inc death,quantile,0.9,2020-05-17,2020-05-19,1747
151,US,2 day ahead inc death,quantile,0.95,2020-05-17,2020-05-19,1773
152,US,2 day ahead inc death,quantile,0.975,2020-05-17,2020-05-19,1794
153,US,2 day ahead inc death,quantile,0.99,2020-05-17,2020-05-19,1815
154,US,3 day ahead cum death,quantile,0.01,2020-05-17,2020-05-20,93340
155,US,3 day ahead cum death,quantile,0.025,2020-05-17,2020-05-20,93372
156,US,3 day ahead cum death,quantile,0.05,2020-05-17,2020-05-20,93398
157,US,3 day ahead cum death,quantile,0.1,2020-05-17,2020-05-20,93428
158,US,3 day ahead cum death,quantile,0.15,2020-05-17,2020-05-20,93454
159,US,3 day ahead cum death,quantile,0.2,2020-05-17,2020-05-20,93478
160,US,3 day ahead cum death,quantile,0.25,2020-05-17,2020-05-20,93505
161,US,3 day ahead cum death,quantile,0.3,2020-05-17,2020-05-20,93545
162,US,3 day ahead cum death,quantile,0.35,2020-05-17,2020-05-20,93760
163,US,3 day ahead cum death,quantile,0.4,2020-05-17,2020-05-20,93824
164,US,3 day ahead cum death,quantile,0.45,2020-05-17,2020-05-20,93860
165,US,3 day ahead cum death,quantile,0.5,2020-05-17,2020-05-20,93892
166,US,3 day ahead cum death,quantile,0.55,2020-05-17,2020-05-20,93924
167,US,3 day ahead cum death,quantile,0.6,2020-05-17,2020-05-20,93959
168,US,3 day ahead cum death,quantile,0.65,2020-05-17,2020-05-20,94024
169,US,3 day ahead cum death,quantile,0.7,2020-05-17,2020-05-20,94619
170,US,3 day ahead cum death,quantile,0.75,2020-05-17,2020-05-20,94675
171,US,3 day ahead cum death,quantile,0.8,2020-05-17,2020-05-20,94711
172,US,3 day ahead cum death,quantile,0.85,2020-05-17,2020-05-20,94744
173,US,3 day ahead cum death,quantile,0.9,2020-05-17,2020-05-20,94782
174,US,3 day ahead cum death,quantile,0.95,2020-05-17,2020-05-20,94826
175,US,3 day ahead cum death,quantile,0.975,2020-05-17,2020-05-20,94866
176,US,3 day ahead cum death,quantile,0.99,2020-05-17,2020-05-20,94911
177,US,3 day ahead inc death,quantile,0.01,2020-05-17,2020-05-20,1178
178,US,3 day ahead inc death,quantile,0.025,2020-05-17,2020-05-20,1195
179,US,3 day ahead inc death,quantile,0.05,2020-05-17,2020-05-20,1210
180,US,3 day ahead inc death,quantile,0.1,2020-05-17,2020-05-20,1229
181,US,3 day ahead inc death,quantile,0.15,2020-05-17,2020-05-20,1244
182,US,3 day ahead inc death,quantile,0.2,2020-05-17,2020-05-20,1258
183,US,3 day ahead inc death,quantile,0.25,2020-05-17,2020-05-20,1274
184,US,3 day ahead inc death,quantile,0.3,2020-05-17,2020-05-20,1295
185,US,3 day ahead inc death,quantile,0.35,2020-05-17,2020-05-20,1347
186,US,3 day ahead inc death,quantile,0.4,2020-05-17,2020-05-20,1383
187,US,3 day ahead inc death,quantile,0.45,2020-05-17,2020-05-20,1404
188,US,3 day ahead inc death,quantile,0.5,2020-05-17,2020-05-20,1421
189,US,3 day ahead inc death,quantile,0.55,2020-05-17,2020-05-20,1440
190,US,3 day ahead inc death,quantile,0.6,2020-05-17,2020-05-20,1462
191,US,3 day ahead inc death,quantile,0.65,2020-05-17,2020-05-20,1500
192,US,3 day ahead inc death,quantile,0.7,2020-05-17,2020-05-20,1648
193,US,3 day ahead inc death,quantile,0.75,2020-05-17,2020-05-20,1681
194,US,3 day ahead inc death,quantile,0.8,2020-05-17,2020-05-20,1702
195,US,3 day ahead inc death,quantile,0.85,2020-05-17,2020-05-20,1722
196,US,3 day ahead inc death,quantile,0.9,2020-05-17,2020-05-20,1744
197,US,3 day ahead inc death,quantile,0.95,2020-05-17,2020-05-20,1772
198,US,3 day ahead inc death,quantile,0.975,2020-05-17,2020-05-20,1793
199,US,3 day ahead inc death,quantile,0.99,2020-05-17,2020-05-20,1816
200,US,4 day ahead cum death,quantile,0.01,2020-05-17,2020-05-21,94522
201,US,4 day ahead cum death,quantile,0.025,2020-05-17,2020-05-21,94557
202,US,4 day ahead cum death,quantile,0.05,2020-05-17,2020-05-21,94586
203,US,4 day ahead cum death,quantile,0.1,2020-05-17,2020-05-21,94623
204,US,4 day ahead cum death,quantile,0.15,2020-05-17,2020-05-21,94652
205,US,4 day ahead cum death,quantile,0.2,2020-05-17,2020-05-21,94678
206,US,4 day ahead cum death,quantile,0.25,2020-05-17,2020-05-21,94708
207,US,4 day ahead cum death,quantile,0.3,2020-05-17,2020-05-21,94753
208,US,4 day ahead cum death,quantile,0.35,2020-05-17,2020-05-21,95141
209,US,4 day ahead cum death,quantile,0.4,2020-05-17,2020-05-21,95213
210,US,4 day ahead cum death,quantile,0.45,2020-05-17,2020-05-21,95258
211,US,4 day ahead cum death,quantile,0.5,2020-05-17,2020-05-21,95293
212,US,4 day ahead cum death,quantile,0.55,2020-05-17,2020-05-21,95331
213,US,4 day ahead cum death,quantile,0.6,2020-05-17,2020-05-21,95374
214,US,4 day ahead cum death,quantile,0.65,2020-05-17,2020-05-21,95448
215,US,4 day ahead cum death,quantile,0.7,2020-05-17,2020-05-21,96328
216,US,4 day ahead cum death,quantile,0.75,2020-05-17,2020-05-21,96396
217,US,4 day ahead cum death,quantile,0.8,2020-05-17,2020-05-21,96438
218,US,4 day ahead cum death,quantile,0.85,2020-05-17,2020-05-21,96480
219,US,4 day ahead cum death,quantile,0.9,2020-05-17,2020-05-21,96519
220,US,4 day ahead cum death,quantile,0.95,2020-05-17,2020-05-21,96576
221,US,4 day ahead cum death,quantile,0.975,2020-05-17,2020-05-21,96623
222,US,4 day ahead cum death,quantile,0.99,2020-05-17,2020-05-21,96669
223,US,4 day ahead inc death,quantile,0.01,2020-05-17,2020-05-21,1131
224,US,4 day ahead inc death,quantile,0.025,2020-05-17,2020-05-21,1146
225,US,4 day ahead inc death,quantile,0.05,2020-05-17,2020-05-21,1162
226,US,4 day ahead inc death,quantile,0.1,2020-05-17,2020-05-21,1179
227,US,4 day ahead inc death,quantile,0.15,2020-05-17,2020-05-21,1193
228,US,4 day ahead inc death,quantile,0.2,2020-05-17,2020-05-21,1206
229,US,4 day ahead inc death,quantile,0.25,2020-05-17,2020-05-21,1220
230,US,4 day ahead inc death,quantile,0.3,2020-05-17,2020-05-21,1242
231,US,4 day ahead inc death,quantile,0.35,2020-05-17,2020-05-21,1327
232,US,4 day ahead inc death,quantile,0.4,2020-05-17,2020-05-21,1362
233,US,4 day ahead inc death,quantile,0.45,2020-05-17,2020-05-21,1384
234,US,4 day ahead inc death,quantile,0.5,2020-05-17,2020-05-21,1402
235,US,4 day ahead inc death,quantile,0.55,2020-05-17,2020-05-21,1420
236,US,4 day ahead inc death,quantile,0.6,2020-05-17,2020-05-21,1441
237,US,4 day ahead inc death,quantile,0.65,2020-05-17,2020-05-21,1477
238,US,4 day ahead inc death,quantile,0.7,2020-05-17,2020-05-21,1659
239,US,4 day ahead inc death,quantile,0.75,2020-05-17,2020-05-21,1694
240,US,4 day ahead inc death,quantile,0.8,2020-05-17,2020-05-21,1717
241,US,4 day ahead inc death,quantile,0.85,2020-05-17,2020-05-21,1737
242,US,4 day ahead inc death,quantile,0.9,2020-05-17,2020-05-21,1760
243,US,4 day ahead inc death,quantile,0.95,2020-05-17,2020-05-21,1789
244,US,4 day ahead inc death,quantile,0.975,2020-05-17,2020-05-21,1812
245,US,4 day ahead inc death,quantile,0.99,2020-05-17,2020-05-21,1833
246,US,5 day ahead cum death,quantile,0.01,2020-05-17,2020-05-22,95690
247,US,5 day ahead cum death,quantile,0.025,2020-05-17,2020-05-22,95725
248,US,5 day ahead cum death,quantile,0.05,2020-05-17,2020-05-22,95756
249,US,5 day ahead cum death,quantile,0.1,2020-05-17,2020-05-22,95797
250,US,5 day ahead cum death,quantile,0.15,2020-05-17,2020-05-22,95826
251,US,5 day ahead cum death,quantile,0.2,2020-05-17,2020-05-22,95858
252,US,5 day ahead cum death,quantile,0.25,2020-05-17,2020-05-22,95892
253,US,5 day ahead cum death,quantile,0.3,2020-05-17,2020-05-22,95941
254,US,5 day ahead cum death,quantile,0.35,2020-05-17,2020-05-22,96503
255,US,5 day ahead cum death,quantile,0.4,2020-05-17,2020-05-22,96592
256,US,5 day ahead cum death,quantile,0.45,2020-05-17,2020-05-22,96638
257,US,5 day ahead cum death,quantile,0.5,2020-05-17,2020-05-22,96678
258,US,5 day ahead cum death,quantile,0.55,2020-05-17,2020-05-22,96716
259,US,5 day ahead cum death,quantile,0.6,2020-05-17,2020-05-22,96766
260,US,5 day ahead cum death,quantile,0.65,2020-05-17,2020-05-22,96848
261,US,5 day ahead cum death,quantile,0.7,2020-05-17,2020-05-22,98064
262,US,5 day ahead cum death,quantile,0.75,2020-05-17,2020-05-22,98138
263,US,5 day ahead cum death,quantile,0.8,2020-05-17,2020-05-22,98185
264,US,5 day ahead cum death,quantile,0.85,2020-05-17,2020-05-22,98231
265,US,5 day ahead cum death,quantile,0.9,2020-05-17,2020-05-22,98279
266,US,5 day ahead cum death,quantile,0.95,2020-05-17,2020-05-22,98348
267,US,5 day ahead cum death,quantile,0.975,2020-05-17,2020-05-22,98397
268,US,5 day ahead cum death,quantile,0.99,2020-05-17,2020-05-22,98450
269,US,5 day ahead inc death,quantile,0.01,2020-05-17,2020-05-22,1111
270,US,5 day ahead inc death,quantile,0.025,2020-05-17,2020-05-22,1126
271,US,5 day ahead inc death,quantile,0.05,2020-05-17,2020-05-22,1140
272,US,5 day ahead inc death,quantile,0.1,2020-05-17,2020-05-22,1160
273,US,5 day ahead inc death,quantile,0.15,2020-05-17,2020-05-22,1174
274,US,5 day ahead inc death,quantile,0.2,2020-05-17,2020-05-22,1188
275,US,5 day ahead inc death,quantile,0.25,2020-05-17,2020-05-22,1203
276,US,5 day ahead inc death,quantile,0.3,2020-05-17,2020-05-22,1223
277,US,5 day ahead inc death,quantile,0.35,2020-05-17,2020-05-22,1304
278,US,5 day ahead inc death,quantile,0.4,2020-05-17,2020-05-22,1342
279,US,5 day ahead inc death,quantile,0.45,2020-05-17,2020-05-22,1364
280,US,5 day ahead inc death,quantile,0.5,2020-05-17,2020-05-22,1382
281,US,5 day ahead inc death,quantile,0.55,2020-05-17,2020-05-22,1401
282,US,5 day ahead inc death,quantile,0.6,2020-05-17,2020-05-22,1423
283,US,5 day ahead inc death,quantile,0.65,2020-05-17,2020-05-22,1464
284,US,5 day ahead inc death,quantile,0.7,2020-05-17,2020-05-22,1674
285,US,5 day ahead inc death,quantile,0.75,2020-05-17,2020-05-22,1712
286,US,5 day ahead inc death,quantile,0.8,2020-05-17,2020-05-22,1736
287,US,5 day ahead inc death,quantile,0.85,2020-05-17,2020-05-22,1758
288,US,5 day ahead inc death,quantile,0.9,2020-05-17,2020-05-22,1784
289,US,5 day ahead inc death,quantile,0.95,2020-05-17,2020-05-22,1817
290,US,5 day ahead inc death,quantile,0.975,2020-05-17,2020-05-22,1840
291,US,5 day ahead inc death,quantile,0.99,2020-05-17,2020-05-22,1866
292,US,6 day ahead cum death,quantile,0.01,2020-05-17,2020-05-23,96868
293,US,6 day ahead cum death,quantile,0.025,2020-05-17,2020-05-23,96907
294,US,6 day ahead cum death,quantile,0.05,2020-05-17,2020-05-23,96941
295,US,6 day ahead cum death,quantile,0.1,2020-05-17,2020-05-23,96987
296,US,6 day ahead cum death,quantile,0.15,2020-05-17,2020-05-23,97020
297,US,6 day ahead cum death,quantile,0.2,2020-05-17,2020-05-23,97054
298,US,6 day ahead cum death,quantile,0.25,2020-05-17,2020-05-23,97093
