,location,target,type,quantile,value
0,17,1 day ahead cum death,quantile,0.01,2830.68
1,17,1 day ahead inc death,quantile,0.01,53.99
2,17,2 day ahead cum death,quantile,0.01,2884.83
3,17,2 day ahead inc death,quantile,0.01,52.95
4,17,3 day ahead cum death,quantile,0.01,2981.82
5,17,3 day ahead inc death,quantile,0.01,61.99
6,17,4 day ahead cum death,quantile,0.01,3098.64
7,17,4 day ahead inc death,quantile,0.01,44.0
8,17,5 day ahead cum death,quantile,0.01,3199.76
9,17,5 day ahead inc death,quantile,0.01,67.96
10,17,6 day ahead cum death,quantile,0.01,3292.73
11,17,6 day ahead inc death,quantile,0.01,52.99
12,17,7 day ahead cum death,quantile,0.01,3395.84
13,17,7 day ahead inc death,quantile,0.01,60.95
14,17,8 day ahead cum death,quantile,0.01,3484.71
15,17,8 day ahead inc death,quantile,0.01,65.87
16,17,9 day ahead cum death,quantile,0.01,3578.46
17,17,9 day ahead inc death,quantile,0.01,57.97
18,17,10 day ahead cum death,quantile,0.01,3646.39
19,17,10 day ahead inc death,quantile,0.01,60.99
20,17,11 day ahead cum death,quantile,0.01,3749.4
21,17,11 day ahead inc death,quantile,0.01,61.99
22,17,12 day ahead cum death,quantile,0.01,3816.67
23,17,12 day ahead inc death,quantile,0.01,59.97
24,17,13 day ahead cum death,quantile,0.01,3911.81
25,17,13 day ahead inc death,quantile,0.01,56.97
26,17,14 day ahead cum death,quantile,0.01,4000.96
27,17,14 day ahead inc death,quantile,0.01,55.9
28,17,15 day ahead cum death,quantile,0.01,4101.94
29,17,15 day ahead inc death,quantile,0.01,57.99
30,17,16 day ahead cum death,quantile,0.01,4212.45
31,17,16 day ahead inc death,quantile,0.01,59.96
32,17,17 day ahead cum death,quantile,0.01,4292.77
33,17,17 day ahead inc death,quantile,0.01,63.98
34,17,18 day ahead cum death,quantile,0.01,4394.89
35,17,18 day ahead inc death,quantile,0.01,55.99
36,17,19 day ahead cum death,quantile,0.01,4522.84
37,17,19 day ahead inc death,quantile,0.01,55.93
38,17,20 day ahead cum death,quantile,0.01,4628.89
39,17,20 day ahead inc death,quantile,0.01,66.0
40,17,21 day ahead cum death,quantile,0.01,4759.6
41,17,21 day ahead inc death,quantile,0.01,68.99
42,17,22 day ahead cum death,quantile,0.01,4848.98
43,17,22 day ahead inc death,quantile,0.01,72.98
44,17,23 day ahead cum death,quantile,0.01,4966.92
45,17,23 day ahead inc death,quantile,0.01,63.96
46,17,24 day ahead cum death,quantile,0.01,5086.76
47,17,24 day ahead inc death,quantile,0.01,68.87
48,17,25 day ahead cum death,quantile,0.01,5202.86
49,17,25 day ahead inc death,quantile,0.01,72.89
50,17,26 day ahead cum death,quantile,0.01,5311.51
51,17,26 day ahead inc death,quantile,0.01,68.99
52,17,27 day ahead cum death,quantile,0.01,5419.92
53,17,27 day ahead inc death,quantile,0.01,69.94
54,17,28 day ahead cum death,quantile,0.01,5589.42
55,17,28 day ahead inc death,quantile,0.01,79.0
56,17,29 day ahead cum death,quantile,0.01,5716.33
57,17,29 day ahead inc death,quantile,0.01,84.95
58,17,30 day ahead cum death,quantile,0.01,5853.57
59,17,30 day ahead inc death,quantile,0.01,88.93
60,17,31 day ahead cum death,quantile,0.01,6045.38
61,17,31 day ahead inc death,quantile,0.01,93.92
62,17,32 day ahead cum death,quantile,0.01,6152.98
63,17,32 day ahead inc death,quantile,0.01,90.95
64,17,33 day ahead cum death,quantile,0.01,6327.57
65,17,33 day ahead inc death,quantile,0.01,94.79
66,17,34 day ahead cum death,quantile,0.01,6505.51
67,17,34 day ahead inc death,quantile,0.01,126.96
68,17,35 day ahead cum death,quantile,0.01,6705.36
69,17,35 day ahead inc death,quantile,0.01,97.79
70,17,36 day ahead cum death,quantile,0.01,6894.57
71,17,36 day ahead inc death,quantile,0.01,123.98
72,17,37 day ahead cum death,quantile,0.01,7072.75
73,17,37 day ahead inc death,quantile,0.01,123.94
74,17,38 day ahead cum death,quantile,0.01,7242.93
75,17,38 day ahead inc death,quantile,0.01,117.94
76,17,39 day ahead cum death,quantile,0.01,7435.96
77,17,39 day ahead inc death,quantile,0.01,130.97
78,17,1 day ahead cum death,quantile,0.025,2850.775
79,17,1 day ahead inc death,quantile,0.025,61.875
80,17,2 day ahead cum death,quantile,0.025,2940.975
81,17,2 day ahead inc death,quantile,0.025,60.0
82,17,3 day ahead cum death,quantile,0.025,3046.75
83,17,3 day ahead inc death,quantile,0.025,65.975
84,17,4 day ahead cum death,quantile,0.025,3130.675
85,17,4 day ahead inc death,quantile,0.025,53.975
86,17,5 day ahead cum death,quantile,0.025,3217.9
87,17,5 day ahead inc death,quantile,0.025,70.975
88,17,6 day ahead cum death,quantile,0.025,3325.725
89,17,6 day ahead inc death,quantile,0.025,62.95
90,17,7 day ahead cum death,quantile,0.025,3434.85
91,17,7 day ahead inc death,quantile,0.025,64.975
92,17,8 day ahead cum death,quantile,0.025,3531.3
93,17,8 day ahead inc death,quantile,0.025,70.0
94,17,9 day ahead cum death,quantile,0.025,3616.525
95,17,9 day ahead inc death,quantile,0.025,63.925
96,17,10 day ahead cum death,quantile,0.025,3729.5
97,17,10 day ahead inc death,quantile,0.025,63.975
98,17,11 day ahead cum death,quantile,0.025,3834.95
99,17,11 day ahead inc death,quantile,0.025,72.9
100,17,12 day ahead cum death,quantile,0.025,3931.825
101,17,12 day ahead inc death,quantile,0.025,66.925
102,17,13 day ahead cum death,quantile,0.025,4021.85
103,17,13 day ahead inc death,quantile,0.025,62.95
104,17,14 day ahead cum death,quantile,0.025,4119.6
105,17,14 day ahead inc death,quantile,0.025,68.975
106,17,15 day ahead cum death,quantile,0.025,4221.575
107,17,15 day ahead inc death,quantile,0.025,66.0
108,17,16 day ahead cum death,quantile,0.025,4333.775
109,17,16 day ahead inc death,quantile,0.025,61.975
110,17,17 day ahead cum death,quantile,0.025,4441.75
111,17,17 day ahead inc death,quantile,0.025,70.95
112,17,18 day ahead cum death,quantile,0.025,4544.3
113,17,18 day ahead inc death,quantile,0.025,64.875
114,17,19 day ahead cum death,quantile,0.025,4649.9
115,17,19 day ahead inc death,quantile,0.025,62.925
116,17,20 day ahead cum death,quantile,0.025,4729.925
117,17,20 day ahead inc death,quantile,0.025,71.95
118,17,21 day ahead cum death,quantile,0.025,4839.95
119,17,21 day ahead inc death,quantile,0.025,73.0
120,17,22 day ahead cum death,quantile,0.025,4929.975
121,17,22 day ahead inc death,quantile,0.025,75.975
122,17,23 day ahead cum death,quantile,0.025,5063.975
123,17,23 day ahead inc death,quantile,0.025,76.0
124,17,24 day ahead cum death,quantile,0.025,5172.825
125,17,24 day ahead inc death,quantile,0.025,71.95
126,17,25 day ahead cum death,quantile,0.025,5302.975
127,17,25 day ahead inc death,quantile,0.025,79.975
128,17,26 day ahead cum death,quantile,0.025,5427.825
129,17,26 day ahead inc death,quantile,0.025,80.925
130,17,27 day ahead cum death,quantile,0.025,5532.325
131,17,27 day ahead inc death,quantile,0.025,72.0
132,17,28 day ahead cum death,quantile,0.025,5645.8
133,17,28 day ahead inc death,quantile,0.025,89.975
134,17,29 day ahead cum death,quantile,0.025,5797.925
135,17,29 day ahead inc death,quantile,0.025,93.975
136,17,30 day ahead cum death,quantile,0.025,5930.825
137,17,30 day ahead inc death,quantile,0.025,94.975
138,17,31 day ahead cum death,quantile,0.025,6099.7
139,17,31 day ahead inc death,quantile,0.025,108.975
140,17,32 day ahead cum death,quantile,0.025,6245.7
141,17,32 day ahead inc death,quantile,0.025,105.675
142,17,33 day ahead cum death,quantile,0.025,6421.25
143,17,33 day ahead inc death,quantile,0.025,107.875
144,17,34 day ahead cum death,quantile,0.025,6574.8
145,17,34 day ahead inc death,quantile,0.025,133.95
146,17,35 day ahead cum death,quantile,0.025,6743.375
147,17,35 day ahead inc death,quantile,0.025,122.95
148,17,36 day ahead cum death,quantile,0.025,6927.875
149,17,36 day ahead inc death,quantile,0.025,125.975
150,17,37 day ahead cum death,quantile,0.025,7104.525
151,17,37 day ahead inc death,quantile,0.025,141.875
152,17,38 day ahead cum death,quantile,0.025,7283.8
153,17,38 day ahead inc death,quantile,0.025,137.975
154,17,39 day ahead cum death,quantile,0.025,7520.9
155,17,39 day ahead inc death,quantile,0.025,141.775
156,17,1 day ahead cum death,quantile,0.05,2881.65
157,17,1 day ahead inc death,quantile,0.05,67.9
158,17,2 day ahead cum death,quantile,0.05,2968.75
159,17,2 day ahead inc death,quantile,0.05,65.9
160,17,3 day ahead cum death,quantile,0.05,3071.6
161,17,3 day ahead inc death,quantile,0.05,70.95
162,17,4 day ahead cum death,quantile,0.05,3170.9
163,17,4 day ahead inc death,quantile,0.05,61.95
164,17,5 day ahead cum death,quantile,0.05,3258.95
165,17,5 day ahead inc death,quantile,0.05,74.0
166,17,6 day ahead cum death,quantile,0.05,3356.5
