,location,target,type,quantile,value
0,17,1 day ahead cum death,quantile,0.01,2796.0
1,17,1 day ahead inc death,quantile,0.01,45.98
2,17,2 day ahead cum death,quantile,0.01,2887.93
3,17,2 day ahead inc death,quantile,0.01,54.99
4,17,3 day ahead cum death,quantile,0.01,2985.95
5,17,3 day ahead inc death,quantile,0.01,53.98
6,17,4 day ahead cum death,quantile,0.01,3059.92
7,17,4 day ahead inc death,quantile,0.01,48.0
8,17,5 day ahead cum death,quantile,0.01,3133.96
9,17,5 day ahead inc death,quantile,0.01,55.93
10,17,6 day ahead cum death,quantile,0.01,3249.73
11,17,6 day ahead inc death,quantile,0.01,59.0
12,17,7 day ahead cum death,quantile,0.01,3351.83
13,17,7 day ahead inc death,quantile,0.01,51.98
14,17,8 day ahead cum death,quantile,0.01,3452.94
15,17,8 day ahead inc death,quantile,0.01,59.98
16,17,9 day ahead cum death,quantile,0.01,3552.0
17,17,9 day ahead inc death,quantile,0.01,53.95
18,17,10 day ahead cum death,quantile,0.01,3672.76
19,17,10 day ahead inc death,quantile,0.01,64.95
20,17,11 day ahead cum death,quantile,0.01,3759.68
21,17,11 day ahead inc death,quantile,0.01,64.96
22,17,12 day ahead cum death,quantile,0.01,3871.68
23,17,12 day ahead inc death,quantile,0.01,54.96
24,17,13 day ahead cum death,quantile,0.01,3985.83
25,17,13 day ahead inc death,quantile,0.01,61.94
26,17,14 day ahead cum death,quantile,0.01,4073.85
27,17,14 day ahead inc death,quantile,0.01,64.98
28,17,15 day ahead cum death,quantile,0.01,4165.88
29,17,15 day ahead inc death,quantile,0.01,61.94
30,17,16 day ahead cum death,quantile,0.01,4264.95
31,17,16 day ahead inc death,quantile,0.01,58.92
32,17,17 day ahead cum death,quantile,0.01,4367.71
33,17,17 day ahead inc death,quantile,0.01,53.94
34,17,18 day ahead cum death,quantile,0.01,4476.51
35,17,18 day ahead inc death,quantile,0.01,65.98
36,17,19 day ahead cum death,quantile,0.01,4589.52
37,17,19 day ahead inc death,quantile,0.01,52.0
38,17,20 day ahead cum death,quantile,0.01,4680.51
39,17,20 day ahead inc death,quantile,0.01,61.98
40,17,21 day ahead cum death,quantile,0.01,4802.41
41,17,21 day ahead inc death,quantile,0.01,75.91
42,17,22 day ahead cum death,quantile,0.01,4923.24
43,17,22 day ahead inc death,quantile,0.01,60.96
44,17,23 day ahead cum death,quantile,0.01,5004.37
45,17,23 day ahead inc death,quantile,0.01,66.99
46,17,24 day ahead cum death,quantile,0.01,5095.68
