,location,target,type,quantile,value
0,US,1 day ahead cum death,point,,56923
1,US,1 day ahead inc death,point,,2042
2,US,1 wk ahead cum death,point,,66837
3,US,1 wk ahead inc death,point,,1908
4,US,2 day ahead cum death,point,,58951
5,US,2 day ahead inc death,point,,2027
6,US,3 day ahead cum death,point,,60972
7,US,3 day ahead inc death,point,,2015
8,US,4 day ahead cum death,point,,62971
9,US,4 day ahead inc death,point,,1992
10,US,5 day ahead cum death,point,,64928
11,US,5 day ahead inc death,point,,1950
12,US,6 day ahead cum death,point,,66837
13,US,6 day ahead inc death,point,,1908
14,US,7 day ahead cum death,point,,68739
15,US,7 day ahead inc death,point,,1904
16,US,1 day ahead cum death,quantile,0.01,56784
17,US,1 day ahead cum death,quantile,0.025,56807
18,US,1 day ahead cum death,quantile,0.05,56826
19,US,1 day ahead cum death,quantile,0.1,56848
20,US,1 day ahead cum death,quantile,0.15,56863
21,US,1 day ahead cum death,quantile,0.2,56874
22,US,1 day ahead cum death,quantile,0.25,56884
23,US,1 day ahead cum death,quantile,0.3,56892
24,US,1 day ahead cum death,quantile,0.35,56901
25,US,1 day ahead cum death,quantile,0.4,56908
26,US,1 day ahead cum death,quantile,0.45,56916
27,US,1 day ahead cum death,quantile,0.5,56923
28,US,1 day ahead cum death,quantile,0.55,56931
29,US,1 day ahead cum death,quantile,0.6,56938
30,US,1 day ahead cum death,quantile,0.65,56946
31,US,1 day ahead cum death,quantile,0.7,56954
32,US,1 day ahead cum death,quantile,0.75,56964
33,US,1 day ahead cum death,quantile,0.8,56974
34,US,1 day ahead cum death,quantile,0.85,56986
35,US,1 day ahead cum death,quantile,0.9,57002
36,US,1 day ahead cum death,quantile,0.95,57026
37,US,1 day ahead cum death,quantile,0.975,57047
38,US,1 day ahead cum death,quantile,0.99,57073
39,US,1 day ahead inc death,quantile,0.01,1903
40,US,1 day ahead inc death,quantile,0.025,1926
41,US,1 day ahead inc death,quantile,0.05,1945
42,US,1 day ahead inc death,quantile,0.1,1967
43,US,1 day ahead inc death,quantile,0.15,1982
44,US,1 day ahead inc death,quantile,0.2,1993
45,US,1 day ahead inc death,quantile,0.25,2003
46,US,1 day ahead inc death,quantile,0.3,2011
47,US,1 day ahead inc death,quantile,0.35,2020
48,US,1 day ahead inc death,quantile,0.4,2027
49,US,1 day ahead inc death,quantile,0.45,2035
50,US,1 day ahead inc death,quantile,0.5,2042
51,US,1 day ahead inc death,quantile,0.55,2050
52,US,1 day ahead inc death,quantile,0.6,2057
53,US,1 day ahead inc death,quantile,0.65,2065
54,US,1 day ahead inc death,quantile,0.7,2073
55,US,1 day ahead inc death,quantile,0.75,2083
56,US,1 day ahead inc death,quantile,0.8,2093
57,US,1 day ahead inc death,quantile,0.85,2105
58,US,1 day ahead inc death,quantile,0.9,2121
59,US,1 day ahead inc death,quantile,0.95,2145
60,US,1 day ahead inc death,quantile,0.975,2166
61,US,1 day ahead inc death,quantile,0.99,2192
62,US,1 wk ahead cum death,quantile,0.01,65797
63,US,1 wk ahead cum death,quantile,0.025,65911
64,US,1 wk ahead cum death,quantile,0.05,66020
65,US,1 wk ahead cum death,quantile,0.1,66158
66,US,1 wk ahead cum death,quantile,0.15,66263
67,US,1 wk ahead cum death,quantile,0.2,66367
68,US,1 wk ahead cum death,quantile,0.25,66478
69,US,1 wk ahead cum death,quantile,0.3,66605
70,US,1 wk ahead cum death,quantile,0.35,66700
71,US,1 wk ahead cum death,quantile,0.4,66755
72,US,1 wk ahead cum death,quantile,0.45,66799
73,US,1 wk ahead cum death,quantile,0.5,66837
74,US,1 wk ahead cum death,quantile,0.55,66872
75,US,1 wk ahead cum death,quantile,0.6,66910
76,US,1 wk ahead cum death,quantile,0.65,66960
77,US,1 wk ahead cum death,quantile,0.7,67027
78,US,1 wk ahead cum death,quantile,0.75,67155
79,US,1 wk ahead cum death,quantile,0.8,67306
80,US,1 wk ahead cum death,quantile,0.85,67437
81,US,1 wk ahead cum death,quantile,0.9,67568
82,US,1 wk ahead cum death,quantile,0.95,67731
83,US,1 wk ahead cum death,quantile,0.975,67861
84,US,1 wk ahead cum death,quantile,0.99,68011
85,US,1 wk ahead inc death,quantile,0.01,1696
86,US,1 wk ahead inc death,quantile,0.025,1724
87,US,1 wk ahead inc death,quantile,0.05,1751
88,US,1 wk ahead inc death,quantile,0.1,1785
89,US,1 wk ahead inc death,quantile,0.15,1808
90,US,1 wk ahead inc death,quantile,0.2,1827
91,US,1 wk ahead inc death,quantile,0.25,1844
92,US,1 wk ahead inc death,quantile,0.3,1858
93,US,1 wk ahead inc death,quantile,0.35,1871
94,US,1 wk ahead inc death,quantile,0.4,1883
95,US,1 wk ahead inc death,quantile,0.45,1894
96,US,1 wk ahead inc death,quantile,0.5,1908
97,US,1 wk ahead inc death,quantile,0.55,1921
98,US,1 wk ahead inc death,quantile,0.6,1938
99,US,1 wk ahead inc death,quantile,0.65,1960
100,US,1 wk ahead inc death,quantile,0.7,1997
101,US,1 wk ahead inc death,quantile,0.75,2041
102,US,1 wk ahead inc death,quantile,0.8,2075
103,US,1 wk ahead inc death,quantile,0.85,2103
104,US,1 wk ahead inc death,quantile,0.9,2135
105,US,1 wk ahead inc death,quantile,0.95,2174
106,US,1 wk ahead inc death,quantile,0.975,2204
107,US,1 wk ahead inc death,quantile,0.99,2237
108,US,2 day ahead cum death,quantile,0.01,58671
109,US,2 day ahead cum death,quantile,0.025,58709
110,US,2 day ahead cum death,quantile,0.05,58743
111,US,2 day ahead cum death,quantile,0.1,58787
112,US,2 day ahead cum death,quantile,0.15,58819
113,US,2 day ahead cum death,quantile,0.2,58845
114,US,2 day ahead cum death,quantile,0.25,58868
115,US,2 day ahead cum death,quantile,0.3,58887
116,US,2 day ahead cum death,quantile,0.35,58904
117,US,2 day ahead cum death,quantile,0.4,58921
118,US,2 day ahead cum death,quantile,0.45,58936
119,US,2 day ahead cum death,quantile,0.5,58951
120,US,2 day ahead cum death,quantile,0.55,58965
121,US,2 day ahead cum death,quantile,0.6,58979
122,US,2 day ahead cum death,quantile,0.65,58993
123,US,2 day ahead cum death,quantile,0.7,59008
124,US,2 day ahead cum death,quantile,0.75,59025
125,US,2 day ahead cum death,quantile,0.8,59043
126,US,2 day ahead cum death,quantile,0.85,59068
127,US,2 day ahead cum death,quantile,0.9,59099
128,US,2 day ahead cum death,quantile,0.95,59146
129,US,2 day ahead cum death,quantile,0.975,59189
130,US,2 day ahead cum death,quantile,0.99,59236
131,US,2 day ahead inc death,quantile,0.01,1846
132,US,2 day ahead inc death,quantile,0.025,1870
133,US,2 day ahead inc death,quantile,0.05,1891
134,US,2 day ahead inc death,quantile,0.1,1917
135,US,2 day ahead inc death,quantile,0.15,1936
136,US,2 day ahead inc death,quantile,0.2,1953
137,US,2 day ahead inc death,quantile,0.25,1968
138,US,2 day ahead inc death,quantile,0.3,1982
139,US,2 day ahead inc death,quantile,0.35,1994
140,US,2 day ahead inc death,quantile,0.4,2006
141,US,2 day ahead inc death,quantile,0.45,2017
142,US,2 day ahead inc death,quantile,0.5,2027
143,US,2 day ahead inc death,quantile,0.55,2037
144,US,2 day ahead inc death,quantile,0.6,2046
145,US,2 day ahead inc death,quantile,0.65,2056
146,US,2 day ahead inc death,quantile,0.7,2066
147,US,2 day ahead inc death,quantile,0.75,2077
148,US,2 day ahead inc death,quantile,0.8,2089
149,US,2 day ahead inc death,quantile,0.85,2103
150,US,2 day ahead inc death,quantile,0.9,2120
151,US,2 day ahead inc death,quantile,0.95,2147
152,US,2 day ahead inc death,quantile,0.975,2170
153,US,2 day ahead inc death,quantile,0.99,2198
154,US,3 day ahead cum death,quantile,0.01,60514
155,US,3 day ahead cum death,quantile,0.025,60570
156,US,3 day ahead cum death,quantile,0.05,60617
157,US,3 day ahead cum death,quantile,0.1,60680
158,US,3 day ahead cum death,quantile,0.15,60729
159,US,3 day ahead cum death,quantile,0.2,60774
160,US,3 day ahead cum death,quantile,0.25,60818
161,US,3 day ahead cum death,quantile,0.3,60858
162,US,3 day ahead cum death,quantile,0.35,60893
163,US,3 day ahead cum death,quantile,0.4,60923
164,US,3 day ahead cum death,quantile,0.45,60948
165,US,3 day ahead cum death,quantile,0.5,60972
166,US,3 day ahead cum death,quantile,0.55,60993
167,US,3 day ahead cum death,quantile,0.6,61014
